"","month","year","damagecause","county","state","commodity","count"
"799","FEB",2007,"Cold Wet Weather","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"800","OCT",2012,"Decline in Price","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"801","OCT",2014,"Decline in Price","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"802","FEB",2007,"Excess Moisture/Precip/Rain","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"803","JUN",2009,"Excess Moisture/Precip/Rain","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"804","APR",2008,"Freeze","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"805","MAR",2007,"Frost","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"806","FEB",2008,"Frost","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"807","MAR",2008,"Frost","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"808","JUN",2009,"Hail","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"809","JUL",2014,"Heat","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"810","FEB",2006,"Other Causes","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"811","JUL",2009,"Other Causes","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"812","MAR",2009,"Other Causes","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",1
"813","APR",2009,"Cold Wet Weather","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"814","APR",2010,"Cold Wet Weather","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"815","AUG",2010,"Cold Wet Weather","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"816","JAN",2010,"Cold Wet Weather","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"817","JAN",2011,"Cold Wet Weather","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"818","JAN",2010,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"819","SEP",2010,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"820","AUG",2014,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"821","DEC",2014,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"822","FEB",2014,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"823","JAN",2014,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"824","NOV",2014,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"825","SEP",2014,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"826","JUN",2010,"Excess Moisture/Precip/Rain","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"827","JUN",2013,"Excess Moisture/Precip/Rain","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"828","APR",2008,"Freeze","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"829","MAR",2008,"Freeze","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"830","APR",2010,"Freeze","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"831","APR",2011,"Freeze","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"832","FEB",2011,"Freeze","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"833","APR",2008,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"834","APR",2010,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"835","AUG",2010,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"836","JUN",2010,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"837","JUN",2011,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"838","APR",2013,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"839","MAY",2013,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"840","FEB",2009,"Hail","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"841","JUN",2009,"Hail","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"842","JUN",2011,"Hail","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"843","MAY",2013,"Hail","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"844","AUG",2014,"Hail","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"845","AUG",2014,"Heat","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"846","JUL",2007,"Other Causes","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"847","APR",2008,"Other Causes","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"848","FEB",2009,"Other Causes","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"849","JUL",2009,"Other Causes","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"850","OCT",2009,"Other Causes","Grant","WA","ADJUSTED GROSS REVENUE-LITE",1
"903","JAN",2010,"Decline in Price","Spokane","WA","ADJUSTED GROSS REVENUE-LITE",1
"904","JAN",2010,"Drought","Spokane","WA","ADJUSTED GROSS REVENUE-LITE",1
"1000","MAY",2002,"Cold Wet Weather","Grant","WA","ALFALFA SEED",1
"1001","MAY",2013,"Cold Wet Weather","Grant","WA","ALFALFA SEED",1
"1002","JUL",2002,"Heat","Grant","WA","ALFALFA SEED",1
"1003","JUL",2003,"Heat","Grant","WA","ALFALFA SEED",1
"1004","JUN",2004,"Heat","Grant","WA","ALFALFA SEED",1
"1005","JUL",2005,"Heat","Grant","WA","ALFALFA SEED",1
"1006","JUL",2008,"Heat","Grant","WA","ALFALFA SEED",1
"1007","SEP",2013,"Heat","Grant","WA","ALFALFA SEED",1
"1008","JUL",2015,"Heat","Grant","WA","ALFALFA SEED",1
"1009","JUN",2015,"Heat","Grant","WA","ALFALFA SEED",1
"1010","AUG",2010,"Wind/Excess Wind","Grant","WA","ALFALFA SEED",1
"1011","MAY",2015,"Cold Winter","Walla Walla","WA","ALFALFA SEED",1
"1012","MAR",2007,"Freeze","Walla Walla","WA","ALFALFA SEED",2
"1013","MAY",2007,"Heat","Walla Walla","WA","ALFALFA SEED",2
"1014","MAY",2008,"Heat","Walla Walla","WA","ALFALFA SEED",1
"1015","JUL",2015,"Heat","Walla Walla","WA","ALFALFA SEED",1
"1016","JUN",2015,"Heat","Walla Walla","WA","ALFALFA SEED",1
"1017","AUG",2015,"Wind/Excess Wind","Walla Walla","WA","ALFALFA SEED",1
"1068","DEC",1991,"Cold Wet Weather","Benewah","ID","All Other Crops",1
"1069","JUN",1991,"Cold Wet Weather","Benewah","ID","All Other Crops",1
"1070","AUG",1995,"Cold Wet Weather","Benewah","ID","All Other Crops",2
"1071","JUN",1995,"Cold Wet Weather","Benewah","ID","All Other Crops",1
"1072","MAY",1995,"Cold Wet Weather","Benewah","ID","All Other Crops",1
"1073","MAY",1996,"Cold Wet Weather","Benewah","ID","All Other Crops",1
"1074","APR",1999,"Cold Wet Weather","Benewah","ID","All Other Crops",1
"1075","MAR",1999,"Cold Wet Weather","Benewah","ID","All Other Crops",1
"1076","SEP",1989,"Cold Winter","Benewah","ID","All Other Crops",1
"1077","AUG",1991,"Cold Winter","Benewah","ID","All Other Crops",1
"1078","SEP",1993,"Cold Winter","Benewah","ID","All Other Crops",1
"1079","APR",1999,"Cold Winter","Benewah","ID","All Other Crops",2
"1080","JAN",1999,"Cold Winter","Benewah","ID","All Other Crops",1
"1081","MAY",1999,"Cold Winter","Benewah","ID","All Other Crops",1
"1082","SEP",1999,"Decline in Price","Benewah","ID","All Other Crops",1
"1083","SEP",2000,"Decline in Price","Benewah","ID","All Other Crops",1
"1084","SEP",2015,"Decline in Price","Benewah","ID","All Other Crops",1
"1085","JUL",1992,"Drought","Benewah","ID","All Other Crops",2
"1086","MAY",1992,"Drought","Benewah","ID","All Other Crops",2
"1087","AUG",1994,"Drought","Benewah","ID","All Other Crops",1
"1088","MAR",1995,"Drought","Benewah","ID","All Other Crops",1
"1089","JUL",1996,"Drought","Benewah","ID","All Other Crops",1
"1090","JUN",1996,"Drought","Benewah","ID","All Other Crops",1
"1091","NOV",1999,"Drought","Benewah","ID","All Other Crops",1
"1092","SEP",1999,"Drought","Benewah","ID","All Other Crops",2
"1093","JUN",2000,"Drought","Benewah","ID","All Other Crops",1
"1094","JUL",2003,"Drought","Benewah","ID","All Other Crops",1
"1095","JUL",2007,"Drought","Benewah","ID","All Other Crops",1
"1096","JUL",2015,"Drought","Benewah","ID","All Other Crops",1
"1097","JUN",2015,"Drought","Benewah","ID","All Other Crops",1
"1098","MAY",2015,"Drought","Benewah","ID","All Other Crops",1
"1099","AUG",1989,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",1
"1100","JUN",1991,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",1
"1101","JUL",1996,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",1
"1102","MAY",1996,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",2
"1103","AUG",1997,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",1
"1104","MAY",1998,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",2
"1105","AUG",1999,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",1
"1106","AUG",2005,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",1
"1107","MAY",2005,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",1
"1108","MAY",2011,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",1
"1109","MAY",1997,"Flood","Benewah","ID","All Other Crops",1
"1110","AUG",1999,"Freeze","Benewah","ID","All Other Crops",1
"1111","JAN",1999,"Freeze","Benewah","ID","All Other Crops",1
"1112","AUG",1992,"Frost","Benewah","ID","All Other Crops",1
"1113","AUG",1999,"Frost","Benewah","ID","All Other Crops",1
"1114","JUN",1994,"Heat","Benewah","ID","All Other Crops",1
"1115","DEC",1996,"Heat","Benewah","ID","All Other Crops",1
"1116","JUN",1996,"Heat","Benewah","ID","All Other Crops",1
"1117","AUG",1997,"Heat","Benewah","ID","All Other Crops",1
"1118","JUL",1998,"Heat","Benewah","ID","All Other Crops",2
"1119","JUL",2000,"Heat","Benewah","ID","All Other Crops",1
"1120","JUL",1996,"Insects","Benewah","ID","All Other Crops",1
"1121","AUG",2008,"Insects","Benewah","ID","All Other Crops",1
"1916","JUL",1995,"Cold Wet Weather","Clearwater","ID","All Other Crops",1
"1917","MAY",1995,"Cold Wet Weather","Clearwater","ID","All Other Crops",1
"1918","NOV",1995,"Cold Wet Weather","Clearwater","ID","All Other Crops",1
"1919","JUN",1996,"Cold Wet Weather","Clearwater","ID","All Other Crops",1
"1920","MAY",1996,"Cold Wet Weather","Clearwater","ID","All Other Crops",4
"1921","JUN",1998,"Cold Wet Weather","Clearwater","ID","All Other Crops",2
"1922","APR",1999,"Cold Wet Weather","Clearwater","ID","All Other Crops",3
"1923","JAN",1999,"Cold Wet Weather","Clearwater","ID","All Other Crops",1
"1924","MAY",2005,"Cold Wet Weather","Clearwater","ID","All Other Crops",2
"1925","FEB",1997,"Cold Winter","Clearwater","ID","All Other Crops",1
"1926","OCT",1997,"Cold Winter","Clearwater","ID","All Other Crops",1
"1927","APR",1999,"Cold Winter","Clearwater","ID","All Other Crops",1
"1928","OCT",2000,"Decline in Price","Clearwater","ID","All Other Crops",1
"1929","JUN",1989,"Drought","Clearwater","ID","All Other Crops",1
"1930","OCT",1989,"Drought","Clearwater","ID","All Other Crops",1
"1931","SEP",1991,"Drought","Clearwater","ID","All Other Crops",1
"1932","JUN",1992,"Drought","Clearwater","ID","All Other Crops",1
"1933","JUN",1994,"Drought","Clearwater","ID","All Other Crops",1
"1934","MAY",1994,"Drought","Clearwater","ID","All Other Crops",2
"1935","JUL",1996,"Drought","Clearwater","ID","All Other Crops",2
"1936","JUN",1996,"Drought","Clearwater","ID","All Other Crops",1
"1937","AUG",1999,"Drought","Clearwater","ID","All Other Crops",1
"1938","JUL",1999,"Drought","Clearwater","ID","All Other Crops",2
"1939","JUL",2000,"Drought","Clearwater","ID","All Other Crops",1
"1940","SEP",2000,"Drought","Clearwater","ID","All Other Crops",2
"1941","JUN",2005,"Drought","Clearwater","ID","All Other Crops",3
"1942","SEP",2005,"Drought","Clearwater","ID","All Other Crops",1
"1943","AUG",1989,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1944","JUL",1989,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1945","OCT",1989,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1946","SEP",1989,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1947","MAY",1990,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",3
"1948","OCT",1990,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1949","MAY",1991,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",2
"1950","JUN",1992,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1951","AUG",1993,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1952","JUL",1993,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",2
"1953","JUN",1993,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1954","JUN",1995,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1955","MAY",1995,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1956","OCT",1995,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",2
"1957","MAR",1997,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1958","JUN",1998,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",3
"1959","SEP",1998,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1960","MAY",1999,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1961","MAY",2000,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1962","JUN",2005,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1963","MAY",2005,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",5
"1964","OCT",2005,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1
"1965","DEC",1999,"Freeze","Clearwater","ID","All Other Crops",2
"1966","MAR",1999,"Freeze","Clearwater","ID","All Other Crops",1
"1967","SEP",1993,"Frost","Clearwater","ID","All Other Crops",1
"1968","APR",1999,"Frost","Clearwater","ID","All Other Crops",1
"1969","JUN",1991,"Hail","Clearwater","ID","All Other Crops",2
"1970","JUN",1998,"Hail","Clearwater","ID","All Other Crops",1
"1971","MAY",1990,"Heat","Clearwater","ID","All Other Crops",1
"1972","OCT",1990,"Heat","Clearwater","ID","All Other Crops",1
"1973","JUL",1991,"Heat","Clearwater","ID","All Other Crops",1
"1974","OCT",1991,"Heat","Clearwater","ID","All Other Crops",2
"1975","AUG",1996,"Heat","Clearwater","ID","All Other Crops",1
"1976","JUL",1996,"Heat","Clearwater","ID","All Other Crops",2
"1977","JUL",1998,"Heat","Clearwater","ID","All Other Crops",2
"1978","JUL",1999,"Heat","Clearwater","ID","All Other Crops",1
"1979","JUL",2000,"Heat","Clearwater","ID","All Other Crops",1
"1980","JUN",2000,"Heat","Clearwater","ID","All Other Crops",2
"1981","JUL",2005,"Heat","Clearwater","ID","All Other Crops",1
"1982","OCT",2005,"Heat","Clearwater","ID","All Other Crops",1
"1983","JUL",1996,"Hot Wind","Clearwater","ID","All Other Crops",1
"1984","JUL",1995,"Other (Snow-Lightning-Etc.)","Clearwater","ID","All Other Crops",1
"1985","AUG",1993,"Plant Disease","Clearwater","ID","All Other Crops",1
"1986","JUL",1993,"Plant Disease","Clearwater","ID","All Other Crops",1
"1987","JUN",1993,"Plant Disease","Clearwater","ID","All Other Crops",1
"1988","JUN",1995,"Plant Disease","Clearwater","ID","All Other Crops",1
"1989","JUN",2005,"Plant Disease","Clearwater","ID","All Other Crops",2
"1990","JUN",1994,"Wind/Excess Wind","Clearwater","ID","All Other Crops",1
"1991","JUN",2005,"Wind/Excess Wind","Clearwater","ID","All Other Crops",1
"2058","OCT",2006,"Excess Moisture/Precip/Rain","Franklin","ID","All Other Crops",1
"2059","JUN",2009,"Excess Moisture/Precip/Rain","Franklin","ID","All Other Crops",1
"2060","JUN",2013,"Failure Irrig Supply","Franklin","ID","All Other Crops",1
"2061","MAY",2013,"Failure Irrig Supply","Franklin","ID","All Other Crops",1
"2062","JUN",2015,"Failure Irrig Supply","Franklin","ID","All Other Crops",1
"2063","OCT",2008,"Frost","Franklin","ID","All Other Crops",1
"2064","JUL",2007,"Hail","Franklin","ID","All Other Crops",1
"2065","AUG",2010,"Hail","Franklin","ID","All Other Crops",1
"2333","JUN",2015,"Drought","Idaho","ID","All Other Crops",1
"2502","JUL",2008,"Cold Wet Weather","Kootenai","ID","All Other Crops",1
"2503","MAY",2008,"Cold Wet Weather","Kootenai","ID","All Other Crops",2
"2504","APR",2008,"Cold Winter","Kootenai","ID","All Other Crops",1
"2505","JAN",2009,"Cold Winter","Kootenai","ID","All Other Crops",1
"2506","AUG",2009,"Decline in Price","Kootenai","ID","All Other Crops",1
"2507","JUN",2009,"Decline in Price","Kootenai","ID","All Other Crops",1
"2508","MAY",2009,"Decline in Price","Kootenai","ID","All Other Crops",1
"2509","SEP",2009,"Decline in Price","Kootenai","ID","All Other Crops",1
"2510","JUN",2000,"Drought","Kootenai","ID","All Other Crops",1
"2511","JUL",2007,"Drought","Kootenai","ID","All Other Crops",1
"2512","JUL",2008,"Drought","Kootenai","ID","All Other Crops",2
"2513","JUN",2008,"Drought","Kootenai","ID","All Other Crops",1
"2514","MAY",2008,"Drought","Kootenai","ID","All Other Crops",1
"2515","SEP",2008,"Drought","Kootenai","ID","All Other Crops",1
"2516","JUN",2009,"Drought","Kootenai","ID","All Other Crops",2
"2517","MAY",2009,"Drought","Kootenai","ID","All Other Crops",1
"2518","SEP",2009,"Drought","Kootenai","ID","All Other Crops",1
"2519","JUN",2000,"Excess Moisture/Precip/Rain","Kootenai","ID","All Other Crops",1
"2520","MAY",2009,"Excess Moisture/Precip/Rain","Kootenai","ID","All Other Crops",1
"2521","APR",1997,"Flood","Kootenai","ID","All Other Crops",1
"2522","APR",2009,"Frost","Kootenai","ID","All Other Crops",1
"2523","JUN",2006,"Heat","Kootenai","ID","All Other Crops",1
"2524","JUL",2007,"Heat","Kootenai","ID","All Other Crops",2
"2525","JUL",2009,"Heat","Kootenai","ID","All Other Crops",1
"2526","MAY",2009,"Heat","Kootenai","ID","All Other Crops",2
"2527","SEP",2009,"Insects","Kootenai","ID","All Other Crops",1
"2528","MAY",2006,"Plant Disease","Kootenai","ID","All Other Crops",1
"2529","SEP",2000,"Wildlife","Kootenai","ID","All Other Crops",1
"2530","JUL",2005,"Wildlife","Kootenai","ID","All Other Crops",1
"2531","AUG",2004,"Wind/Excess Wind","Kootenai","ID","All Other Crops",1
"2532","MAY",1991,"Cold Wet Weather","Latah","ID","All Other Crops",1
"2533","MAY",1993,"Cold Wet Weather","Latah","ID","All Other Crops",2
"2534","JUN",1995,"Cold Wet Weather","Latah","ID","All Other Crops",1
"2535","SEP",1995,"Cold Wet Weather","Latah","ID","All Other Crops",2
"2536","APR",1996,"Cold Wet Weather","Latah","ID","All Other Crops",2
"2537","FEB",1996,"Cold Wet Weather","Latah","ID","All Other Crops",1
"2538","JUN",1996,"Cold Wet Weather","Latah","ID","All Other Crops",2
"2539","MAY",1996,"Cold Wet Weather","Latah","ID","All Other Crops",3
"2540","MAY",1997,"Cold Wet Weather","Latah","ID","All Other Crops",1
"2541","JUN",1998,"Cold Wet Weather","Latah","ID","All Other Crops",1
"2542","SEP",1998,"Cold Wet Weather","Latah","ID","All Other Crops",1
"2543","APR",1999,"Cold Wet Weather","Latah","ID","All Other Crops",2
"2544","FEB",1999,"Cold Wet Weather","Latah","ID","All Other Crops",2
"2545","JUN",1999,"Cold Wet Weather","Latah","ID","All Other Crops",1
"2546","MAR",1999,"Cold Wet Weather","Latah","ID","All Other Crops",1
"2547","MAY",1999,"Cold Wet Weather","Latah","ID","All Other Crops",1
"2548","SEP",1989,"Cold Winter","Latah","ID","All Other Crops",1
"2549","DEC",1991,"Cold Winter","Latah","ID","All Other Crops",2
"2550","JAN",1996,"Cold Winter","Latah","ID","All Other Crops",1
"2551","FEB",1997,"Cold Winter","Latah","ID","All Other Crops",1
"2552","APR",1999,"Cold Winter","Latah","ID","All Other Crops",2
"2553","FEB",1999,"Cold Winter","Latah","ID","All Other Crops",1
"2554","MAR",1999,"Cold Winter","Latah","ID","All Other Crops",1
"2555","NOV",1999,"Cold Winter","Latah","ID","All Other Crops",1
"2556","OCT",1999,"Cold Winter","Latah","ID","All Other Crops",1
"2557","SEP",1998,"Decline in Price","Latah","ID","All Other Crops",1
"2558","OCT",1999,"Decline in Price","Latah","ID","All Other Crops",1
"2559","SEP",2000,"Decline in Price","Latah","ID","All Other Crops",2
"2560","JUN",1989,"Drought","Latah","ID","All Other Crops",1
"2561","MAY",1990,"Drought","Latah","ID","All Other Crops",1
"2562","SEP",1990,"Drought","Latah","ID","All Other Crops",1
"2563","OCT",1991,"Drought","Latah","ID","All Other Crops",1
"2564","SEP",1991,"Drought","Latah","ID","All Other Crops",1
"2565","AUG",1992,"Drought","Latah","ID","All Other Crops",1
"2566","JUL",1992,"Drought","Latah","ID","All Other Crops",1
"2567","JUN",1992,"Drought","Latah","ID","All Other Crops",5
"2568","MAR",1992,"Drought","Latah","ID","All Other Crops",1
"2569","MAY",1992,"Drought","Latah","ID","All Other Crops",1
"2570","MAY",1993,"Drought","Latah","ID","All Other Crops",1
"2571","AUG",1994,"Drought","Latah","ID","All Other Crops",2
"2572","JUL",1994,"Drought","Latah","ID","All Other Crops",1
"2573","JUN",1994,"Drought","Latah","ID","All Other Crops",2
"2574","MAY",1994,"Drought","Latah","ID","All Other Crops",4
"2575","AUG",1996,"Drought","Latah","ID","All Other Crops",2
"2576","JUL",1996,"Drought","Latah","ID","All Other Crops",3
"2577","JUN",1996,"Drought","Latah","ID","All Other Crops",3
"2578","MAR",1996,"Drought","Latah","ID","All Other Crops",2
"2579","MAY",1996,"Drought","Latah","ID","All Other Crops",1
"2580","OCT",1996,"Drought","Latah","ID","All Other Crops",2
"2581","SEP",1996,"Drought","Latah","ID","All Other Crops",2
"2582","JUL",1997,"Drought","Latah","ID","All Other Crops",1
"2583","JUL",1999,"Drought","Latah","ID","All Other Crops",1
"2584","JUN",1999,"Drought","Latah","ID","All Other Crops",2
"2585","SEP",1999,"Drought","Latah","ID","All Other Crops",2
"2586","JUN",2000,"Drought","Latah","ID","All Other Crops",2
"2587","MAR",2000,"Drought","Latah","ID","All Other Crops",1
"2588","NOV",2000,"Drought","Latah","ID","All Other Crops",1
"2589","SEP",2000,"Drought","Latah","ID","All Other Crops",2
"2590","JUN",2008,"Drought","Latah","ID","All Other Crops",1
"2591","AUG",1989,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",3
"2592","JUL",1989,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",1
"2593","OCT",1989,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",2
"2594","SEP",1989,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",1
"2595","JUL",1990,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",1
"2596","JUN",1990,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",2
"2597","MAY",1990,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",5
"2598","SEP",1990,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",2
"2599","JUN",1991,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",2
"2600","SEP",1991,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",1
"2601","AUG",1992,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",4
"2602","JUN",1992,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",1
"2603","MAY",1992,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",2
"2604","JUN",1993,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",1
"2605","JUL",1995,"Excess Moisture/Precip/Rain","Latah","ID","All Other Crops",2
