"","month","year","damagecause","county","state","commodity","loss","count","meanloss","acres","lossperacres"
"276","AUG",2009,"Hail","Custer","ID","All Other Crops",3170,1,3170,61,51.9672
"277","AUG",2011,"Hail","Custer","ID","All Other Crops",4294,1,4294,234.5,18.3113
"278","AUG",2013,"Hail","Custer","ID","All Other Crops",6941.34,1,6941.34,58.506,118.6432
"279","AUG",2014,"Hail","Custer","ID","All Other Crops",3996,1,3996,37.1,107.7089
"280","JUN",2014,"Hail","Custer","ID","All Other Crops",10770,1,10770,101.7,105.8997
"281","MAY",2014,"Insects","Custer","ID","All Other Crops",192346,1,192346,1182,162.7293
"282","JAN",2013,"Area Plan Crops Only","Elmore","ID","All Other Crops",106445,1,106445,350,304.1286
"283","SEP",2013,"Area Plan Crops Only","Elmore","ID","All Other Crops",99756,1,99756,350,285.0171
"284","OCT",2006,"Excess Moisture/Precip/Rain","Franklin","ID","All Other Crops",36436,1,36436,146.79,248.2185
"285","JUN",2009,"Excess Moisture/Precip/Rain","Franklin","ID","All Other Crops",74965,1,74965,137.5,545.2
"286","JUN",2013,"Failure Irrig Supply","Franklin","ID","All Other Crops",25116,1,25116,66.7,376.5517
"287","MAY",2013,"Failure Irrig Supply","Franklin","ID","All Other Crops",73512,1,73512,175.2,419.589
"288","JUN",2015,"Failure Irrig Supply","Franklin","ID","All Other Crops",118327,1,118327,275.4,429.655
"289","OCT",2008,"Frost","Franklin","ID","All Other Crops",70722,1,70722,306.4,230.8159
"290","JUL",2007,"Hail","Franklin","ID","All Other Crops",32611,1,32611,143.5,227.2544
"291","AUG",2010,"Hail","Franklin","ID","All Other Crops",3995,1,3995,17.1,233.6257
"292","MAY",2009,"Excess Moisture/Precip/Rain","Fremont","ID","All Other Crops",738,1,738,20,36.9
"293","AUG",2014,"Excess Moisture/Precip/Rain","Fremont","ID","All Other Crops",15661.5,2,7830.75,112.495,139.2195
"294","AUG",2010,"Hail","Fremont","ID","All Other Crops",2941,1,2941,122,24.1066
"295","AUG",2014,"Wind/Excess Wind","Fremont","ID","All Other Crops",1066.5,1,1066.5,35.505,30.038
"296","APR",2003,"Cold Wet Weather","Gem","ID","All Other Crops",3378,1,3378,5.6,603.2143
"297","JUN",2003,"Cold Wet Weather","Gem","ID","All Other Crops",1835,1,1835,9.4,195.2128
"298","APR",2009,"Cold Wet Weather","Gem","ID","All Other Crops",1803,1,1803,1.5,1202
"299","APR",2010,"Cold Wet Weather","Gem","ID","All Other Crops",4317,1,4317,55.6,77.6439
"300","APR",2011,"Cold Wet Weather","Gem","ID","All Other Crops",4264,1,4264,6.6,646.0606
"301","JUN",2011,"Cold Wet Weather","Gem","ID","All Other Crops",21928,3,7309.33333333333,90.6,242.0309
"302","MAY",2011,"Cold Wet Weather","Gem","ID","All Other Crops",63907.2,2,31953.6,63.84,1001.0526
"303","SEP",2011,"Cold Wet Weather","Gem","ID","All Other Crops",2797,1,2797,1.1,2542.7273
"304","APR",2013,"Cold Wet Weather","Gem","ID","All Other Crops",2011.5,1,2011.5,1.65,1219.0909
"305","APR",2015,"Cold Wet Weather","Gem","ID","All Other Crops",31923,2,15961.5,13.3,2400.2256
"306","MAR",2011,"Cold Winter","Gem","ID","All Other Crops",926,1,926,32.5,28.4923
"307","JAN",2014,"Cold Winter","Gem","ID","All Other Crops",66220,3,22073.3333333333,181.5,364.8485
"308","AUG",2009,"Decline in Price","Gem","ID","All Other Crops",14900,1,14900,122.1,122.0311
"309","SEP",2009,"Decline in Price","Gem","ID","All Other Crops",2239,1,2239,124.3,18.0129
"310","SEP",2011,"Decline in Price","Gem","ID","All Other Crops",670,1,670,6.9,97.1014
"311","AUG",2013,"Decline in Price","Gem","ID","All Other Crops",4490,1,4490,39.5,113.6709
"312","SEP",2013,"Decline in Price","Gem","ID","All Other Crops",11674.65,2,5837.325,159.159,73.3521
"313","AUG",2015,"Decline in Price","Gem","ID","All Other Crops",1351,1,1351,6.4,211.0938
"314","MAY",2013,"Drought","Gem","ID","All Other Crops",2672.91,1,2672.91,131.937,20.259
"315","APR",2007,"Excess Sun","Gem","ID","All Other Crops",25722,1,25722,15.525,1656.8116
"316","AUG",2007,"Excess Sun","Gem","ID","All Other Crops",2988,1,2988,1.05,2845.7143
"317","MAY",2002,"Freeze","Gem","ID","All Other Crops",52858,2,26429,43.1,1226.4037
"318","APR",2005,"Freeze","Gem","ID","All Other Crops",16402,2,8201,7.1,2310.1408
"319","APR",2006,"Freeze","Gem","ID","All Other Crops",9381,1,9381,3.75,2501.6
"320","APR",2007,"Freeze","Gem","ID","All Other Crops",20621,2,10310.5,19.2,1074.0104
"321","APR",2008,"Freeze","Gem","ID","All Other Crops",26353,1,26353,38.4,686.276
"322","APR",2009,"Freeze","Gem","ID","All Other Crops",43029,2,21514.5,21.66,1986.5651
"323","MAY",2009,"Freeze","Gem","ID","All Other Crops",5646,1,5646,2.2,2566.3636
"324","APR",2010,"Freeze","Gem","ID","All Other Crops",3779,1,3779,2.2,1717.7273
"325","MAY",2010,"Freeze","Gem","ID","All Other Crops",4009.2,1,4009.2,24.6,162.9756
"326","APR",2011,"Freeze","Gem","ID","All Other Crops",41524.8,1,41524.8,17.26,2405.8401
"327","JUN",2012,"Freeze","Gem","ID","All Other Crops",1958,1,1958,12.9,151.7829
"328","APR",2013,"Freeze","Gem","ID","All Other Crops",19914,2,9957,11.5,1731.6522
"329","JAN",2013,"Freeze","Gem","ID","All Other Crops",8572.08,1,8572.08,4.828,1775.493
"330","MAY",2013,"Freeze","Gem","ID","All Other Crops",12593.94,1,12593.94,76.194,165.2878
"331","SEP",2013,"Freeze","Gem","ID","All Other Crops",524.1,1,524.1,25.87,20.259
"332","MAR",2014,"Freeze","Gem","ID","All Other Crops",4700,1,4700,5.9,796.6102
"333","APR",2015,"Freeze","Gem","ID","All Other Crops",37473,2,18736.5,16.5,2271.0909
"334","NOV",2015,"Freeze","Gem","ID","All Other Crops",16207,1,16207,5.9,2746.9492
"335","APR",2002,"Frost","Gem","ID","All Other Crops",72852,1,72852,84,867.2857
"336","MAY",2002,"Frost","Gem","ID","All Other Crops",25763,2,12881.5,23.9,1077.9498
"337","APR",2005,"Frost","Gem","ID","All Other Crops",5858,1,5858,3.9,1502.0513
"338","APR",2006,"Frost","Gem","ID","All Other Crops",2295.5,1,2295.5,1.95,1177.1795
"339","MAY",2009,"Frost","Gem","ID","All Other Crops",10452.6,1,10452.6,22.2,470.8378
"340","APR",2012,"Frost","Gem","ID","All Other Crops",1807,1,1807,3.25,556
"341","JUN",2012,"Frost","Gem","ID","All Other Crops",16022,1,16022,95.3,168.1217
"342","MAY",2012,"Frost","Gem","ID","All Other Crops",1807,1,1807,3.25,556
"343","APR",2013,"Frost","Gem","ID","All Other Crops",22968,3,7656,56.6,405.7951
"344","MAY",2013,"Frost","Gem","ID","All Other Crops",10561.46,1,10561.46,8.736,1208.9583
"345","MAY",2004,"Hail","Gem","ID","All Other Crops",212,1,212,0.6,353.3333
"346","JUL",2009,"Hail","Gem","ID","All Other Crops",6968.4,1,6968.4,14.8,470.8378
"347","JUN",2012,"Hail","Gem","ID","All Other Crops",239,1,239,2,119.5
"348","MAY",2012,"Hail","Gem","ID","All Other Crops",6191,1,6191,11.1,557.7477
"349","MAY",2013,"Hail","Gem","ID","All Other Crops",8319.96,1,8319.96,4.686,1775.493
"350","JUN",2003,"Heat","Gem","ID","All Other Crops",981,1,981,55.4,17.7076
"351","JUL",2010,"Heat","Gem","ID","All Other Crops",2672.8,1,2672.8,16.4,162.9756
"352","JUL",2013,"Heat","Gem","ID","All Other Crops",7341.19,1,7341.19,57.687,127.259
"353","JUN",2013,"Heat","Gem","ID","All Other Crops",3615.81,1,3615.81,28.413,127.259
"354","SEP",2013,"Heat","Gem","ID","All Other Crops",2469.4,1,2469.4,14.94,165.2878
"355","JUL",2012,"Wildlife","Gem","ID","All Other Crops",48014,1,48014,95.6,502.2385
"356","JUN",2013,"Wildlife","Gem","ID","All Other Crops",8407,1,8407,103.7,81.0704
"357","MAR",2015,"Wildlife","Gem","ID","All Other Crops",92,1,92,3.5,26.2857
"358","AUG",2006,"Wind/Excess Wind","Gem","ID","All Other Crops",32139.5,1,32139.5,30,1071.3167
"359","JUN",2007,"Wind/Excess Wind","Gem","ID","All Other Crops",25722,1,25722,15.525,1656.8116
"360","AUG",2009,"Wind/Excess Wind","Gem","ID","All Other Crops",28686,2,14343,14.44,1986.5651
"361","JUN",2012,"Wind/Excess Wind","Gem","ID","All Other Crops",239,1,239,2,119.5
"362","JUL",2010,"Area Plan Crops Only","Jefferson","ID","All Other Crops",15008,1,15008,888,16.9009
"363","JUL",2011,"Area Plan Crops Only","Jefferson","ID","All Other Crops",37531,1,37531,891,42.1223
"364","JAN",2012,"Area Plan Crops Only","Jefferson","ID","All Other Crops",2405,1,2405,23.4,102.7778
"365","OCT",2012,"Area Plan Crops Only","Jefferson","ID","All Other Crops",15270,1,15270,744,20.5242
"366","JUL",2013,"Area Plan Crops Only","Jefferson","ID","All Other Crops",1037,1,1037,144,7.2014
"367","OCT",2013,"Area Plan Crops Only","Jefferson","ID","All Other Crops",12162,1,12162,579,21.0052
"368","JUL",2009,"Excess Moisture/Precip/Rain","Jefferson","ID","All Other Crops",37016,1,37016,143.2,258.4916
"369","MAY",2003,"Frost","Jefferson","ID","All Other Crops",3508.8,1,3508.8,41.76,84.023
"370","APR",2010,"Frost","Jefferson","ID","All Other Crops",40280,1,40280,104.9,383.9847
"371","MAY",2010,"Frost","Jefferson","ID","All Other Crops",7405,1,7405,56.4,131.2943
"372","SEP",2013,"Hail","Jefferson","ID","All Other Crops",4354.2,1,4354.2,150.84,28.8663
"373","JUL",2003,"Heat","Jefferson","ID","All Other Crops",2339.2,1,2339.2,27.84,84.023
"374","JUL",2007,"Heat","Jefferson","ID","All Other Crops",14378,1,14378,131.8,109.0895
"375","SEP",2013,"Wind/Excess Wind","Jefferson","ID","All Other Crops",2902.8,1,2902.8,100.56,28.8663
"376","AUG",2013,"Hail","Jerome","ID","All Other Crops",4356,1,4356,74,58.8649
"377","AUG",2012,"Heat","Jerome","ID","All Other Crops",17768,1,17768,125.3,141.8037
"378","JUL",2008,"Cold Wet Weather","Kootenai","ID","All Other Crops",117440,1,117440,756.36,155.27
"379","MAY",2008,"Cold Wet Weather","Kootenai","ID","All Other Crops",25748,2,12874,262.11,98.2336
"380","APR",2008,"Cold Winter","Kootenai","ID","All Other Crops",1327,1,1327,52.9,25.0851
"381","JAN",2009,"Cold Winter","Kootenai","ID","All Other Crops",27203,1,27203,88.79,306.3746
"382","AUG",2009,"Decline in Price","Kootenai","ID","All Other Crops",134456.8,1,134456.8,878.42,153.0666
"383","JUN",2009,"Decline in Price","Kootenai","ID","All Other Crops",104984.37,1,104984.37,782.5835,134.151
"384","MAY",2009,"Decline in Price","Kootenai","ID","All Other Crops",11802,1,11802,102.64,114.9844
"385","SEP",2009,"Decline in Price","Kootenai","ID","All Other Crops",16957,1,16957,101.14,167.6587
"386","JUL",2007,"Drought","Kootenai","ID","All Other Crops",212,1,212,8.12,26.1084
"387","JUL",2008,"Drought","Kootenai","ID","All Other Crops",23821,2,11910.5,346.405,68.7663
"388","JUN",2008,"Drought","Kootenai","ID","All Other Crops",3773.5,1,3773.5,154.27,24.4604
"389","MAY",2008,"Drought","Kootenai","ID","All Other Crops",1344.5,1,1344.5,23.445,57.347
"390","SEP",2008,"Drought","Kootenai","ID","All Other Crops",1961,1,1961,128.3,15.2845
"391","JUN",2009,"Drought","Kootenai","ID","All Other Crops",184933.83,2,92466.915,1098.8765,168.2936
"392","MAY",2009,"Drought","Kootenai","ID","All Other Crops",11093,1,11093,76.95,144.1585
"393","SEP",2009,"Drought","Kootenai","ID","All Other Crops",151381.5,1,151381.5,726.34,208.4169
"394","MAY",2009,"Excess Moisture/Precip/Rain","Kootenai","ID","All Other Crops",11740,1,11740,63.16,185.8771
"395","APR",2009,"Frost","Kootenai","ID","All Other Crops",20717.4,1,20717.4,96.924,213.7489
"396","JUN",2006,"Heat","Kootenai","ID","All Other Crops",2258,1,2258,118.7,19.0227
"397","JUL",2007,"Heat","Kootenai","ID","All Other Crops",3346,2,1673,203.6,16.4342
"398","JUL",2009,"Heat","Kootenai","ID","All Other Crops",148,1,148,10.27,14.4109
"399","MAY",2009,"Heat","Kootenai","ID","All Other Crops",38186.6,2,19093.3,215.336,177.335
"400","SEP",2009,"Insects","Kootenai","ID","All Other Crops",9874.5,1,9874.5,50.03,197.3716
"401","MAY",2006,"Plant Disease","Kootenai","ID","All Other Crops",1080,1,1080,106.72,10.1199
"402","JUL",2005,"Wildlife","Kootenai","ID","All Other Crops",628,1,628,60,10.4667
"403","AUG",2004,"Wind/Excess Wind","Kootenai","ID","All Other Crops",296,1,296,6.05,48.9256
"404","JUN",2008,"Drought","Latah","ID","All Other Crops",209,1,209,325,0.6431
"405","JUN",2005,"Drought","Lewis","ID","All Other Crops",16264,1,16264,251.2,64.7452
"406","MAY",2007,"Area Plan Crops Only","Madison","ID","All Other Crops",3429,1,3429,65,52.7538
"407","SEP",2007,"Area Plan Crops Only","Madison","ID","All Other Crops",12222,1,12222,165,74.0727
"408","DEC",2008,"Area Plan Crops Only","Madison","ID","All Other Crops",1252,1,1252,23,54.4348
"409","JUL",2008,"Area Plan Crops Only","Madison","ID","All Other Crops",1801,1,1801,80,22.5125
"410","OCT",2008,"Area Plan Crops Only","Madison","ID","All Other Crops",48050,1,48050,279,172.2222
"411","MAY",2009,"Area Plan Crops Only","Madison","ID","All Other Crops",265,1,265,72,3.6806
"412","JUL",2010,"Area Plan Crops Only","Madison","ID","All Other Crops",975,1,975,48,20.3125
"413","JUL",2011,"Area Plan Crops Only","Madison","ID","All Other Crops",2716,1,2716,48,56.5833
"414","OCT",2012,"Area Plan Crops Only","Madison","ID","All Other Crops",814,1,814,48,16.9583
"415","OCT",2013,"Area Plan Crops Only","Madison","ID","All Other Crops",360,1,360,48,7.5
"416","AUG",2013,"Excess Moisture/Precip/Rain","Minidoka","ID","All Other Crops",3908.7,1,3908.7,122.67,31.8635
"417","JUL",2009,"Heat","Minidoka","ID","All Other Crops",8652,2,4326,128.5,67.3307
"418","JUL",2013,"Heat","Minidoka","ID","All Other Crops",434.3,1,434.3,13.63,31.8635
"419","DEC",2008,"Area Plan Crops Only","Oneida","ID","All Other Crops",3284,1,3284,40,82.1
"420","OCT",2008,"Area Plan Crops Only","Oneida","ID","All Other Crops",13800,1,13800,40,345
"421","JAN",2009,"Area Plan Crops Only","Oneida","ID","All Other Crops",114,1,114,7.5,15.2
"422","NOV",2009,"Area Plan Crops Only","Oneida","ID","All Other Crops",8413,1,8413,58.8,143.0782
"423","MAY",2013,"Failure Irrig Supply","Oneida","ID","All Other Crops",4431,1,4431,20,221.55
"424","APR",2007,"Cold Winter","Owyhee","ID","All Other Crops",22262,1,22262,10.3,2161.3592
"425","MAR",2003,"Frost","Owyhee","ID","All Other Crops",41593,1,41593,156.4,265.9399
"426","JUN",2007,"Frost","Owyhee","ID","All Other Crops",3914,1,3914,36.1,108.4211
"427","AUG",2014,"Hail","Owyhee","ID","All Other Crops",13073,1,13073,112.2,116.5152
"428","JUL",2003,"Heat","Owyhee","ID","All Other Crops",8198,1,8198,82.4,99.4903
"429","JUL",2012,"Heat","Owyhee","ID","All Other Crops",20437,2,10218.5,155,131.8516
"430","JUN",2009,"Cold Wet Weather","Payette","ID","All Other Crops",9511,2,4755.5,102.5,92.7902
"431","JUN",2009,"Excess Moisture/Precip/Rain","Payette","ID","All Other Crops",17907,1,17907,33.2,539.3675
"432","APR",2005,"Freeze","Payette","ID","All Other Crops",334,1,334,0.2,1670
"433","APR",2007,"Freeze","Payette","ID","All Other Crops",1368,1,1368,1.7,804.7059
"434","MAY",2010,"Freeze","Payette","ID","All Other Crops",207,1,207,1.7,121.7647
"435","APR",2013,"Freeze","Payette","ID","All Other Crops",8115.6,1,8115.6,6.9,1176.1739
"436","DEC",2014,"Freeze","Payette","ID","All Other Crops",11928,2,5964,9.4,1268.9362
"437","MAR",2014,"Freeze","Payette","ID","All Other Crops",1369,1,1369,1.4,977.8571
"438","APR",2015,"Freeze","Payette","ID","All Other Crops",1646.8,2,823.4,1.69,974.4379
"439","NOV",2015,"Freeze","Payette","ID","All Other Crops",4517.2,2,2258.6,4.81,939.1268
"440","MAY",2009,"Frost","Payette","ID","All Other Crops",1531,1,1531,1.7,900.5882
"441","APR",2012,"Frost","Payette","ID","All Other Crops",3264.3,1,3264.3,3.78,863.5714
"442","MAY",2012,"Hail","Payette","ID","All Other Crops",362.7,1,362.7,0.42,863.5714
"443","JUN",2006,"Heat","Payette","ID","All Other Crops",8085,2,4042.5,157.1,51.464
"444","APR",2007,"Heat","Payette","ID","All Other Crops",1437,1,1437,30.3,47.4257
"445","JUN",2007,"Heat","Payette","ID","All Other Crops",1629,1,1629,63,25.8571
"446","SEP",2008,"Heat","Payette","ID","All Other Crops",52540,1,52540,94.6,555.3911
"447","APR",2013,"Other Causes","Payette","ID","All Other Crops",5410.4,1,5410.4,4.6,1176.1739
"448","SEP",2004,"Excess Moisture/Precip/Rain","Power","ID","All Other Crops",39200,1,39200,175,224
"449","AUG",2009,"Excess Moisture/Precip/Rain","Power","ID","All Other Crops",9535,1,9535,270,35.3148
"450","AUG",2014,"Excess Moisture/Precip/Rain","Power","ID","All Other Crops",49375.8,1,49375.8,55.5,889.6541
"451","JUL",2002,"Hail","Power","ID","All Other Crops",62241,1,62241,106,587.1792
"452","JUL",2014,"Hail","Power","ID","All Other Crops",32917.2,1,32917.2,37,889.6541
"453","JUL",2011,"Heat","Power","ID","All Other Crops",9446,1,9446,221.3,42.6841
"454","MAR",2008,"Cold Wet Weather","Washington","ID","All Other Crops",30591,1,30591,41.8,731.8421
"455","MAY",2009,"Cold Wet Weather","Washington","ID","All Other Crops",9186,1,9186,9.48,968.9873
"456","OCT",2012,"Cold Wet Weather","Washington","ID","All Other Crops",1353,1,1353,25.9,52.2394
"457","MAR",2004,"Cold Winter","Washington","ID","All Other Crops",7007,1,7007,120.82,57.9954
"458","MAR",2008,"Cold Winter","Washington","ID","All Other Crops",4615,1,4615,257.21,17.9425
"459","JAN",2012,"Cold Winter","Washington","ID","All Other Crops",26716,2,13358,109.9,243.0937
"460","JAN",2014,"Cold Winter","Washington","ID","All Other Crops",1344,1,1344,50,26.88
"461","MAY",2009,"Decline in Price","Washington","ID","All Other Crops",14587.5,1,14587.5,163.595,89.1684
"462","SEP",2009,"Decline in Price","Washington","ID","All Other Crops",14587.5,1,14587.5,163.595,89.1684
"463","SEP",2013,"Decline in Price","Washington","ID","All Other Crops",56268.4,1,56268.4,225.22,249.8375
"464","AUG",2015,"Decline in Price","Washington","ID","All Other Crops",6665,1,6665,47,141.8085
"465","SEP",2015,"Decline in Price","Washington","ID","All Other Crops",154,1,154,28.7,5.3659
"466","MAY",2012,"Drought","Washington","ID","All Other Crops",13698,1,13698,93.78,146.0653
"467","MAY",2013,"Drought","Washington","ID","All Other Crops",9912,1,9912,93.1,106.4662
"468","MAY",2014,"Drought","Washington","ID","All Other Crops",29230,2,14615,230,127.087
"469","JUN",2015,"Drought","Washington","ID","All Other Crops",934.5,1,934.5,12.45,75.0602
"470","APR",2006,"Excess Moisture/Precip/Rain","Washington","ID","All Other Crops",1680,1,1680,6.88,244.186
"471","MAY",2006,"Excess Moisture/Precip/Rain","Washington","ID","All Other Crops",12930,1,12930,70.9,182.3695
"472","MAY",2015,"Excess Moisture/Precip/Rain","Washington","ID","All Other Crops",10145,2,5072.5,62.7,161.8022
"473","JUN",2015,"Failure Irrig Supply","Washington","ID","All Other Crops",4118,1,4118,17.5,235.3143
"474","AUG",2011,"Flood","Washington","ID","All Other Crops",30368,1,30368,36.7,827.4659
"475","APR",2005,"Freeze","Washington","ID","All Other Crops",3222,1,3222,84.8,37.9953
"476","OCT",2006,"Freeze","Washington","ID","All Other Crops",452,1,452,1.8,251.1111
"477","APR",2007,"Freeze","Washington","ID","All Other Crops",2337,2,1168.5,63.6,36.7453
"478","APR",2008,"Freeze","Washington","ID","All Other Crops",4879,1,4879,125.1,39.0008
"479","APR",2010,"Freeze","Washington","ID","All Other Crops",8787,2,4393.5,64.1,137.0827
"480","APR",2011,"Freeze","Washington","ID","All Other Crops",2995,2,1497.5,11.8,253.8136
"481","APR",2013,"Freeze","Washington","ID","All Other Crops",7471.8,1,7471.8,2.64,2830.2273
"482","MAY",2013,"Freeze","Washington","ID","All Other Crops",13207.6,1,13207.6,39.48,334.539
"483","APR",2015,"Freeze","Washington","ID","All Other Crops",9334,2,4667,2,4667
"484","APR",2013,"Frost","Washington","ID","All Other Crops",6896,1,6896,1.8,3831.1111
"485","MAY",2013,"Frost","Washington","ID","All Other Crops",107543,1,107543,999.1,107.6399
"486","MAY",2004,"Hail","Washington","ID","All Other Crops",793,1,793,1.3,610
"487","APR",2004,"Heat","Washington","ID","All Other Crops",91.6,1,91.6,2.848,32.1629
"488","AUG",2007,"Heat","Washington","ID","All Other Crops",28306,1,28306,52.4,540.1908
"489","JUL",2007,"Heat","Washington","ID","All Other Crops",1791,1,1791,44,40.7045
"490","JUL",2010,"Heat","Washington","ID","All Other Crops",41,1,41,55.9,0.7335
"491","JAN",2011,"Heat","Washington","ID","All Other Crops",25185,1,25185,183.3,137.3977
"492","JUL",2011,"Heat","Washington","ID","All Other Crops",29860,1,29860,158,188.9873
"493","JUL",2012,"Heat","Washington","ID","All Other Crops",32781,1,32781,150.6,217.6693
"494","MAY",2012,"Heat","Washington","ID","All Other Crops",25573.8,1,25573.8,177.165,144.3502
"495","JUL",2013,"Heat","Washington","ID","All Other Crops",31516,1,31516,80.4,391.99
"496","MAY",2013,"Heat","Washington","ID","All Other Crops",108792,4,27198,245,444.049
"497","JUL",2014,"Heat","Washington","ID","All Other Crops",15302,1,15302,60,255.0333
"498","JUN",2014,"Heat","Washington","ID","All Other Crops",44576,2,22288,290.1,153.6574
