"","month","year","damagecause","county","state","commodity","loss"
"788","JUN",2011,"Frost","Douglas","WA","ADJUSTED GROSS REVENUE-LITE",5689
"789","APR",2013,"Frost","Douglas","WA","ADJUSTED GROSS REVENUE-LITE",14409.6
"790","JUL",2012,"Hail","Douglas","WA","ADJUSTED GROSS REVENUE-LITE",17675
"791","MAY",2010,"Heat","Douglas","WA","ADJUSTED GROSS REVENUE-LITE",5195
"792","OCT",2014,"Heat","Douglas","WA","ADJUSTED GROSS REVENUE-LITE",12019
"793","JUL",2009,"Other (Snow-Lightning-Etc.)","Douglas","WA","ADJUSTED GROSS REVENUE-LITE",4034
"794","MAR",2008,"Other Causes","Douglas","WA","ADJUSTED GROSS REVENUE-LITE",219335
"795","JUL",2009,"Other Causes","Douglas","WA","ADJUSTED GROSS REVENUE-LITE",67533
"796","NOV",2009,"Other Causes","Douglas","WA","ADJUSTED GROSS REVENUE-LITE",15743
"797","SEP",2009,"Other Causes","Douglas","WA","ADJUSTED GROSS REVENUE-LITE",10178
"798","JUN",2010,"Wind/Excess Wind","Douglas","WA","ADJUSTED GROSS REVENUE-LITE",7605.63
"799","FEB",2007,"Cold Wet Weather","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",14867
"800","OCT",2012,"Decline in Price","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",19763
"801","OCT",2014,"Decline in Price","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",25615
"802","FEB",2007,"Excess Moisture/Precip/Rain","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",14867
"803","JUN",2009,"Excess Moisture/Precip/Rain","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",38196.6
"804","APR",2008,"Freeze","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",32071
"805","MAR",2007,"Frost","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",105956
"806","FEB",2008,"Frost","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",104797
"807","MAR",2008,"Frost","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",4565
"808","JUN",2009,"Hail","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",89125.4
"809","JUL",2014,"Heat","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",22771
"810","FEB",2006,"Other Causes","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",9316
"811","JUL",2009,"Other Causes","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",21152
"812","MAR",2009,"Other Causes","Franklin","WA","ADJUSTED GROSS REVENUE-LITE",109643
"813","APR",2009,"Cold Wet Weather","Grant","WA","ADJUSTED GROSS REVENUE-LITE",63934.2
"814","APR",2010,"Cold Wet Weather","Grant","WA","ADJUSTED GROSS REVENUE-LITE",19243
"815","AUG",2010,"Cold Wet Weather","Grant","WA","ADJUSTED GROSS REVENUE-LITE",36540
"816","JAN",2010,"Cold Wet Weather","Grant","WA","ADJUSTED GROSS REVENUE-LITE",187688
"817","JAN",2011,"Cold Wet Weather","Grant","WA","ADJUSTED GROSS REVENUE-LITE",96525
"818","JAN",2010,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",46922
"819","SEP",2010,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",8247
"820","AUG",2014,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",125165.5
"821","DEC",2014,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",61655
"822","FEB",2014,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",871761
"823","JAN",2014,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",99126
"824","NOV",2014,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",285381
"825","SEP",2014,"Decline in Price","Grant","WA","ADJUSTED GROSS REVENUE-LITE",6056
"826","JUN",2010,"Excess Moisture/Precip/Rain","Grant","WA","ADJUSTED GROSS REVENUE-LITE",31193.4
"827","JUN",2013,"Excess Moisture/Precip/Rain","Grant","WA","ADJUSTED GROSS REVENUE-LITE",91949
"828","APR",2008,"Freeze","Grant","WA","ADJUSTED GROSS REVENUE-LITE",89772
"829","MAR",2008,"Freeze","Grant","WA","ADJUSTED GROSS REVENUE-LITE",137609
"830","APR",2010,"Freeze","Grant","WA","ADJUSTED GROSS REVENUE-LITE",89300
"831","APR",2011,"Freeze","Grant","WA","ADJUSTED GROSS REVENUE-LITE",2363
"832","FEB",2011,"Freeze","Grant","WA","ADJUSTED GROSS REVENUE-LITE",3026
"833","APR",2008,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",47048.6
"834","APR",2010,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",10693
"835","AUG",2010,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",36540
"836","JUN",2010,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",13368.6
"837","JUN",2011,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",182544
"838","APR",2013,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",76109
"839","MAY",2013,"Frost","Grant","WA","ADJUSTED GROSS REVENUE-LITE",122799
"840","FEB",2009,"Hail","Grant","WA","ADJUSTED GROSS REVENUE-LITE",36703.5
"841","JUN",2009,"Hail","Grant","WA","ADJUSTED GROSS REVENUE-LITE",7103.8
"842","JUN",2011,"Hail","Grant","WA","ADJUSTED GROSS REVENUE-LITE",45636
"843","MAY",2013,"Hail","Grant","WA","ADJUSTED GROSS REVENUE-LITE",232547
"844","AUG",2014,"Hail","Grant","WA","ADJUSTED GROSS REVENUE-LITE",125165.5
"845","AUG",2014,"Heat","Grant","WA","ADJUSTED GROSS REVENUE-LITE",33473
"846","JUL",2007,"Other Causes","Grant","WA","ADJUSTED GROSS REVENUE-LITE",39845
"847","APR",2008,"Other Causes","Grant","WA","ADJUSTED GROSS REVENUE-LITE",23590.4
"848","FEB",2009,"Other Causes","Grant","WA","ADJUSTED GROSS REVENUE-LITE",85641.5
"849","JUL",2009,"Other Causes","Grant","WA","ADJUSTED GROSS REVENUE-LITE",29561
"850","OCT",2009,"Other Causes","Grant","WA","ADJUSTED GROSS REVENUE-LITE",229721
"903","JAN",2010,"Decline in Price","Spokane","WA","ADJUSTED GROSS REVENUE-LITE",15472.73
"904","JAN",2010,"Drought","Spokane","WA","ADJUSTED GROSS REVENUE-LITE",16104.27
"1000","MAY",2002,"Cold Wet Weather","Grant","WA","ALFALFA SEED",8236.8
"1001","MAY",2013,"Cold Wet Weather","Grant","WA","ALFALFA SEED",3974
"1002","JUL",2002,"Heat","Grant","WA","ALFALFA SEED",5491.2
"1003","JUL",2003,"Heat","Grant","WA","ALFALFA SEED",13380
"1004","JUN",2004,"Heat","Grant","WA","ALFALFA SEED",19079
"1005","JUL",2005,"Heat","Grant","WA","ALFALFA SEED",2601
"1006","JUL",2008,"Heat","Grant","WA","ALFALFA SEED",402
"1007","SEP",2013,"Heat","Grant","WA","ALFALFA SEED",14546
"1008","JUL",2015,"Heat","Grant","WA","ALFALFA SEED",107536
"1009","JUN",2015,"Heat","Grant","WA","ALFALFA SEED",48536
"1010","AUG",2010,"Wind/Excess Wind","Grant","WA","ALFALFA SEED",6692
"1011","MAY",2015,"Cold Winter","Walla Walla","WA","ALFALFA SEED",176976
"1012","MAR",2007,"Freeze","Walla Walla","WA","ALFALFA SEED",20312.4
"1013","MAY",2007,"Heat","Walla Walla","WA","ALFALFA SEED",13541.6
"1014","MAY",2008,"Heat","Walla Walla","WA","ALFALFA SEED",13817
"1015","JUL",2015,"Heat","Walla Walla","WA","ALFALFA SEED",94083
"1016","JUN",2015,"Heat","Walla Walla","WA","ALFALFA SEED",12888
"1017","AUG",2015,"Wind/Excess Wind","Walla Walla","WA","ALFALFA SEED",62722
"1068","DEC",1991,"Cold Wet Weather","Benewah","ID","All Other Crops",2887
"1069","JUN",1991,"Cold Wet Weather","Benewah","ID","All Other Crops",240
"1070","AUG",1995,"Cold Wet Weather","Benewah","ID","All Other Crops",10819
"1071","JUN",1995,"Cold Wet Weather","Benewah","ID","All Other Crops",1058
"1072","MAY",1995,"Cold Wet Weather","Benewah","ID","All Other Crops",2183
"1073","MAY",1996,"Cold Wet Weather","Benewah","ID","All Other Crops",720
"1074","APR",1999,"Cold Wet Weather","Benewah","ID","All Other Crops",8521
"1075","MAR",1999,"Cold Wet Weather","Benewah","ID","All Other Crops",454
"1076","SEP",1989,"Cold Winter","Benewah","ID","All Other Crops",5612
"1077","AUG",1991,"Cold Winter","Benewah","ID","All Other Crops",3583
"1078","SEP",1993,"Cold Winter","Benewah","ID","All Other Crops",783
"1079","APR",1999,"Cold Winter","Benewah","ID","All Other Crops",15408
"1080","JAN",1999,"Cold Winter","Benewah","ID","All Other Crops",18530
"1081","MAY",1999,"Cold Winter","Benewah","ID","All Other Crops",1192
"1082","SEP",1999,"Decline in Price","Benewah","ID","All Other Crops",288
"1083","SEP",2000,"Decline in Price","Benewah","ID","All Other Crops",14289
"1084","SEP",2015,"Decline in Price","Benewah","ID","All Other Crops",69027.3
"1085","JUL",1992,"Drought","Benewah","ID","All Other Crops",5452
"1086","MAY",1992,"Drought","Benewah","ID","All Other Crops",1224
"1087","AUG",1994,"Drought","Benewah","ID","All Other Crops",1690
"1088","MAR",1995,"Drought","Benewah","ID","All Other Crops",724
"1089","JUL",1996,"Drought","Benewah","ID","All Other Crops",5205
"1090","JUN",1996,"Drought","Benewah","ID","All Other Crops",244
"1091","NOV",1999,"Drought","Benewah","ID","All Other Crops",422
"1092","SEP",1999,"Drought","Benewah","ID","All Other Crops",3694
"1093","JUN",2000,"Drought","Benewah","ID","All Other Crops",343
"1094","JUL",2003,"Drought","Benewah","ID","All Other Crops",31
"1095","JUL",2007,"Drought","Benewah","ID","All Other Crops",158
"1096","JUL",2015,"Drought","Benewah","ID","All Other Crops",1123.2
"1097","JUN",2015,"Drought","Benewah","ID","All Other Crops",1684.8
"1098","MAY",2015,"Drought","Benewah","ID","All Other Crops",161063.7
"1099","AUG",1989,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",2286
"1100","JUN",1991,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",71
"1101","JUL",1996,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",6643
"1102","MAY",1996,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",3587
"1103","AUG",1997,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",579
"1104","MAY",1998,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",3464
"1105","AUG",1999,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",189
"1106","AUG",2005,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",2832
"1107","MAY",2005,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",1745
"1108","MAY",2011,"Excess Moisture/Precip/Rain","Benewah","ID","All Other Crops",145
"1109","MAY",1997,"Flood","Benewah","ID","All Other Crops",23243
"1110","AUG",1999,"Freeze","Benewah","ID","All Other Crops",928
"1111","JAN",1999,"Freeze","Benewah","ID","All Other Crops",34242
"1112","AUG",1992,"Frost","Benewah","ID","All Other Crops",2718
"1113","AUG",1999,"Frost","Benewah","ID","All Other Crops",12212
"1114","JUN",1994,"Heat","Benewah","ID","All Other Crops",1624
"1115","DEC",1996,"Heat","Benewah","ID","All Other Crops",496
"1116","JUN",1996,"Heat","Benewah","ID","All Other Crops",476
"1117","AUG",1997,"Heat","Benewah","ID","All Other Crops",1912
"1118","JUL",1998,"Heat","Benewah","ID","All Other Crops",3313
"1119","JUL",2000,"Heat","Benewah","ID","All Other Crops",44
"1120","JUL",1996,"Insects","Benewah","ID","All Other Crops",1875
"1121","AUG",2008,"Insects","Benewah","ID","All Other Crops",1178
"1916","JUL",1995,"Cold Wet Weather","Clearwater","ID","All Other Crops",441
"1917","MAY",1995,"Cold Wet Weather","Clearwater","ID","All Other Crops",2129
"1918","NOV",1995,"Cold Wet Weather","Clearwater","ID","All Other Crops",1429
"1919","JUN",1996,"Cold Wet Weather","Clearwater","ID","All Other Crops",3097
"1920","MAY",1996,"Cold Wet Weather","Clearwater","ID","All Other Crops",4460
"1921","JUN",1998,"Cold Wet Weather","Clearwater","ID","All Other Crops",20992
"1922","APR",1999,"Cold Wet Weather","Clearwater","ID","All Other Crops",50999
"1923","JAN",1999,"Cold Wet Weather","Clearwater","ID","All Other Crops",50804
"1924","MAY",2005,"Cold Wet Weather","Clearwater","ID","All Other Crops",19405.2
"1925","FEB",1997,"Cold Winter","Clearwater","ID","All Other Crops",681
"1926","OCT",1997,"Cold Winter","Clearwater","ID","All Other Crops",154
"1927","APR",1999,"Cold Winter","Clearwater","ID","All Other Crops",911
"1928","OCT",2000,"Decline in Price","Clearwater","ID","All Other Crops",70597
"1929","JUN",1989,"Drought","Clearwater","ID","All Other Crops",5638
"1930","OCT",1989,"Drought","Clearwater","ID","All Other Crops",178
"1931","SEP",1991,"Drought","Clearwater","ID","All Other Crops",3
"1932","JUN",1992,"Drought","Clearwater","ID","All Other Crops",4771
"1933","JUN",1994,"Drought","Clearwater","ID","All Other Crops",3042
"1934","MAY",1994,"Drought","Clearwater","ID","All Other Crops",11690
"1935","JUL",1996,"Drought","Clearwater","ID","All Other Crops",6190
"1936","JUN",1996,"Drought","Clearwater","ID","All Other Crops",542
"1937","AUG",1999,"Drought","Clearwater","ID","All Other Crops",1788
"1938","JUL",1999,"Drought","Clearwater","ID","All Other Crops",2850
"1939","JUL",2000,"Drought","Clearwater","ID","All Other Crops",994
"1940","SEP",2000,"Drought","Clearwater","ID","All Other Crops",11561
"1941","JUN",2005,"Drought","Clearwater","ID","All Other Crops",4648
"1942","SEP",2005,"Drought","Clearwater","ID","All Other Crops",1111
"1943","AUG",1989,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1514
"1944","JUL",1989,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",444
"1945","OCT",1989,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",2480
"1946","SEP",1989,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",880
"1947","MAY",1990,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",16519
"1948","OCT",1990,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",4314
"1949","MAY",1991,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1891
"1950","JUN",1992,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",27
"1951","AUG",1993,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",432
"1952","JUL",1993,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",2414
"1953","JUN",1993,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",15977
"1954","JUN",1995,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",2375
"1955","MAY",1995,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",4345
"1956","OCT",1995,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",4429
"1957","MAR",1997,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",148
"1958","JUN",1998,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",11971
"1959","SEP",1998,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",737
"1960","MAY",1999,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",25573
"1961","MAY",2000,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",3565
"1962","JUN",2005,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",1015.8
"1963","MAY",2005,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",117930.8
"1964","OCT",2005,"Excess Moisture/Precip/Rain","Clearwater","ID","All Other Crops",153.6
"1965","DEC",1999,"Freeze","Clearwater","ID","All Other Crops",5362
"1966","MAR",1999,"Freeze","Clearwater","ID","All Other Crops",7222
"1967","SEP",1993,"Frost","Clearwater","ID","All Other Crops",1588
"1968","APR",1999,"Frost","Clearwater","ID","All Other Crops",1300
"1969","JUN",1991,"Hail","Clearwater","ID","All Other Crops",3859
"1970","JUN",1998,"Hail","Clearwater","ID","All Other Crops",3148
"1971","MAY",1990,"Heat","Clearwater","ID","All Other Crops",17255
"1972","OCT",1990,"Heat","Clearwater","ID","All Other Crops",1926
"1973","JUL",1991,"Heat","Clearwater","ID","All Other Crops",209
"1974","OCT",1991,"Heat","Clearwater","ID","All Other Crops",1612
"1975","AUG",1996,"Heat","Clearwater","ID","All Other Crops",85730
"1976","JUL",1996,"Heat","Clearwater","ID","All Other Crops",11994
"1977","JUL",1998,"Heat","Clearwater","ID","All Other Crops",5462
"1978","JUL",1999,"Heat","Clearwater","ID","All Other Crops",5092
"1979","JUL",2000,"Heat","Clearwater","ID","All Other Crops",5565
"1980","JUN",2000,"Heat","Clearwater","ID","All Other Crops",22258
"1981","JUL",2005,"Heat","Clearwater","ID","All Other Crops",10212
"1982","OCT",2005,"Heat","Clearwater","ID","All Other Crops",3960.4
"1983","JUL",1996,"Hot Wind","Clearwater","ID","All Other Crops",1486
"1984","JUL",1995,"Other (Snow-Lightning-Etc.)","Clearwater","ID","All Other Crops",3328
"1985","AUG",1993,"Plant Disease","Clearwater","ID","All Other Crops",1198
"1986","JUL",1993,"Plant Disease","Clearwater","ID","All Other Crops",21831
"1987","JUN",1993,"Plant Disease","Clearwater","ID","All Other Crops",5217
"1988","JUN",1995,"Plant Disease","Clearwater","ID","All Other Crops",661
"1989","JUN",2005,"Plant Disease","Clearwater","ID","All Other Crops",4716
"1990","JUN",1994,"Wind/Excess Wind","Clearwater","ID","All Other Crops",847
"1991","JUN",2005,"Wind/Excess Wind","Clearwater","ID","All Other Crops",677.2
"2058","OCT",2006,"Excess Moisture/Precip/Rain","Franklin","ID","All Other Crops",36436
"2059","JUN",2009,"Excess Moisture/Precip/Rain","Franklin","ID","All Other Crops",74965
"2060","JUN",2013,"Failure Irrig Supply","Franklin","ID","All Other Crops",25116
"2061","MAY",2013,"Failure Irrig Supply","Franklin","ID","All Other Crops",73512
"2062","JUN",2015,"Failure Irrig Supply","Franklin","ID","All Other Crops",118327
"2063","OCT",2008,"Frost","Franklin","ID","All Other Crops",70722
"2064","JUL",2007,"Hail","Franklin","ID","All Other Crops",32611
"2065","AUG",2010,"Hail","Franklin","ID","All Other Crops",3995
"2333","JUN",2015,"Drought","Idaho","ID","All Other Crops",31508
"2502","JUL",2008,"Cold Wet Weather","Kootenai","ID","All Other Crops",117440
"2503","MAY",2008,"Cold Wet Weather","Kootenai","ID","All Other Crops",25748
"2504","APR",2008,"Cold Winter","Kootenai","ID","All Other Crops",1327
"2505","JAN",2009,"Cold Winter","Kootenai","ID","All Other Crops",27203
"2506","AUG",2009,"Decline in Price","Kootenai","ID","All Other Crops",134456.8
"2507","JUN",2009,"Decline in Price","Kootenai","ID","All Other Crops",104984.37
"2508","MAY",2009,"Decline in Price","Kootenai","ID","All Other Crops",11802
"2509","SEP",2009,"Decline in Price","Kootenai","ID","All Other Crops",16957
"2510","JUN",2000,"Drought","Kootenai","ID","All Other Crops",431
"2511","JUL",2007,"Drought","Kootenai","ID","All Other Crops",212
"2512","JUL",2008,"Drought","Kootenai","ID","All Other Crops",23821
"2513","JUN",2008,"Drought","Kootenai","ID","All Other Crops",3773.5
"2514","MAY",2008,"Drought","Kootenai","ID","All Other Crops",1344.5
"2515","SEP",2008,"Drought","Kootenai","ID","All Other Crops",1961
"2516","JUN",2009,"Drought","Kootenai","ID","All Other Crops",184933.83
"2517","MAY",2009,"Drought","Kootenai","ID","All Other Crops",11093
"2518","SEP",2009,"Drought","Kootenai","ID","All Other Crops",151381.5
"2519","JUN",2000,"Excess Moisture/Precip/Rain","Kootenai","ID","All Other Crops",453
"2520","MAY",2009,"Excess Moisture/Precip/Rain","Kootenai","ID","All Other Crops",11740
"2521","APR",1997,"Flood","Kootenai","ID","All Other Crops",513
"2522","APR",2009,"Frost","Kootenai","ID","All Other Crops",20717.4
"2523","JUN",2006,"Heat","Kootenai","ID","All Other Crops",2258
"2524","JUL",2007,"Heat","Kootenai","ID","All Other Crops",3346
"2525","JUL",2009,"Heat","Kootenai","ID","All Other Crops",148
"2526","MAY",2009,"Heat","Kootenai","ID","All Other Crops",38186.6
"2527","SEP",2009,"Insects","Kootenai","ID","All Other Crops",9874.5
"2528","MAY",2006,"Plant Disease","Kootenai","ID","All Other Crops",1080
"2529","SEP",2000,"Wildlife","Kootenai","ID","All Other Crops",352
"2530","JUL",2005,"Wildlife","Kootenai","ID","All Other Crops",628
"2531","AUG",2004,"Wind/Excess Wind","Kootenai","ID","All Other Crops",296
"2532","MAY",1991,"Cold Wet Weather","Latah","ID","All Other Crops",10629
"2533","MAY",1993,"Cold Wet Weather","Latah","ID","All Other Crops",5817
"2534","JUN",1995,"Cold Wet Weather","Latah","ID","All Other Crops",239
"2535","SEP",1995,"Cold Wet Weather","Latah","ID","All Other Crops",3428
"2536","APR",1996,"Cold Wet Weather","Latah","ID","All Other Crops",4864
"2537","FEB",1996,"Cold Wet Weather","Latah","ID","All Other Crops",1277
"2538","JUN",1996,"Cold Wet Weather","Latah","ID","All Other Crops",12061
"2539","MAY",1996,"Cold Wet Weather","Latah","ID","All Other Crops",32085
"2540","MAY",1997,"Cold Wet Weather","Latah","ID","All Other Crops",3658
"2541","JUN",1998,"Cold Wet Weather","Latah","ID","All Other Crops",2042
"2542","SEP",1998,"Cold Wet Weather","Latah","ID","All Other Crops",3681
"2543","APR",1999,"Cold Wet Weather","Latah","ID","All Other Crops",17953
"2544","FEB",1999,"Cold Wet Weather","Latah","ID","All Other Crops",1745
"2545","JUN",1999,"Cold Wet Weather","Latah","ID","All Other Crops",1034
"2546","MAR",1999,"Cold Wet Weather","Latah","ID","All Other Crops",3697
"2547","MAY",1999,"Cold Wet Weather","Latah","ID","All Other Crops",3163
"2548","SEP",1989,"Cold Winter","Latah","ID","All Other Crops",6467
"2549","DEC",1991,"Cold Winter","Latah","ID","All Other Crops",5839
"2550","JAN",1996,"Cold Winter","Latah","ID","All Other Crops",4755
"2551","FEB",1997,"Cold Winter","Latah","ID","All Other Crops",1478
"2552","APR",1999,"Cold Winter","Latah","ID","All Other Crops",3109
"2553","FEB",1999,"Cold Winter","Latah","ID","All Other Crops",845
"2554","MAR",1999,"Cold Winter","Latah","ID","All Other Crops",2514
"2555","NOV",1999,"Cold Winter","Latah","ID","All Other Crops",10437
"2556","OCT",1999,"Cold Winter","Latah","ID","All Other Crops",556
"2557","SEP",1998,"Decline in Price","Latah","ID","All Other Crops",8220
"2558","OCT",1999,"Decline in Price","Latah","ID","All Other Crops",432
"2559","SEP",2000,"Decline in Price","Latah","ID","All Other Crops",11278
"2560","JUN",1989,"Drought","Latah","ID","All Other Crops",140
"2561","MAY",1990,"Drought","Latah","ID","All Other Crops",3614
"2562","SEP",1990,"Drought","Latah","ID","All Other Crops",5697
"2563","OCT",1991,"Drought","Latah","ID","All Other Crops",11005
"2564","SEP",1991,"Drought","Latah","ID","All Other Crops",5666
"2565","AUG",1992,"Drought","Latah","ID","All Other Crops",1815
"2566","JUL",1992,"Drought","Latah","ID","All Other Crops",7547
"2567","JUN",1992,"Drought","Latah","ID","All Other Crops",55994
